group,name , code
,Prodhimi i videokasetës për reklamë,92111220-0
,Prodhimi i filmit propagandistike,92111230-3
,Prodhimi i videokasetës propagandistike,92111240-6
,Prodhimi i filmit për informacion,92111250-9
,Prodhimi i videokasetës për informacion,92111260-2
,Prodhimi i filmit dhe  videokasetës për argëtim,92111300-5
,Prodhimi i filmit për argëtim,92111310-8
,Prodhimi i videokasetës për argëtim,92111320-1
,Shërbimet të lidhura me prodhimin e filmit dhe  videokasetës,92112000-9
,Shërbime të shpërndarjes së filmit dhe  videokasetës,92120000-8
,Shërbime  të shpërndarjes së videokasetës,92121000-5
,Shërbime të shpërndarjes së filmit,92122000-2
,Shërbime projektimi kinematografie,92130000-1
,Shërbimet të projektimit të videokasetave,92140000-4
,Shërbime radio dhe televizive,92200000-3
,Shërbime radio,92210000-6
,Shërbime të prodhimit radio,92211000-3
,Shërbime të sistemeve të vogla radio,92213000-7
,Shërbime studioje dhe pajisje radio,92214000-4
,Shërbime radio mobile të përgjithshme (shrmp),92215000-1
,Shërbime radio familjare (shrf),92216000-8
,"Shërbime radio mobile të përgjithshme / shërbime radio familjare (shrmp /
shrf)",92217000-5
,Shërbime televizive,92220000-9
,Shërbime të prodhimit televiziv,92221000-6
,Shërbime televizive me qark të mbyllur,92222000-3
,Televizion dixhitalë,92224000-7
,Televizion interaktivë,92225000-4
,Televizion me filma të kërkesës,92225100-7
,Programacioni i televizorit,92226000-1
,Shërbimet kabllore televizive dhe radio,92230000-2
,"Shërbime ndërkombëtare bilateriale dhe linjat private ndërkombëtare me
qira",92231000-9
,Tv kabllor,92232000-6
,Shërbime argëtimi,92300000-4
,Shërbime të krijimit dhe interpretimit artistik dhe letrar,92310000-7
,Veprat e artit,92311000-4
,Shërbime artistike,92312000-1
,"Shërbimet argëtuese të prodhuesve teatrale ', grupeve të  këngëtarëve ',
bandave 'dhe orkestrave """,92312100-2
,Shërbime argëtuese të prodhuesve teatrale,92312110-5
,Shërbime argëtuese të grupeve të këngëtarëve,92312120-8
,Shërbime argëtuese të bandave muzikore,92312130-1
,Shërbimet argëtuese të orkestrës,92312140-4
,"Shërbime të ofruara nga autorët, kompozitorët, skulptorët, artistët dhe
artistë të tjerë individual",92312200-3
,Shërbime të ofruara nga autorët,92312210-6
,Shërbimeve të agjensive shkruese,92312211-3
,Shërbime që lidhen me përgatitjen e manualeve të trajnimit,92312212-0
,Shërbime të autorëve teknike,92312213-7
,Shërbime të ofruara nga kompozitorë,92312220-9
,Shërbime të ofruara nga skulptorë,92312230-2
,Shërbime të ofruara nga artistë,92312240-5
,Shërbime të ofruara nga artistë të veçantë,92312250-8
,Shërbime të deejay-ve,92312251-5
,Shërbime të menaxhimit të infrastrukturës artistike,92320000-0
,Shërbime të zonave rekreative,92330000-3
,Shërbime parqesh argëtuesë dhe luna park,92331000-0
,Shërbime luna park,92331100-1
,Shërbimet parqesh argëtuesë,92331200-2
,Shërbime animacioni për fëmijët,92331210-5
,Shërbime plazhi,92332000-7
,Shërbime valleje dhe argëtimi,92340000-6
,Shërbime cirku,92341000-3
,Shërbime kursi kërcimi,92342000-0
,Shërbime kurse vallëzimi për shoqërinë,92342100-1
,Shërbime kurse vallëzimi për në disko,92342200-2
,Shërbime në lidhje me lojrat e fatit dhe bastet,92350000-9
,Shërbime në lidhje me lojrat e fatit,92351000-6
,Shërbime të manaxhimit të llotarisë,92351100-7
,Shërbimet për menaxhimin e kazinove,92351200-8
,Shërbimet e basteve,92352000-3
,Shërbimet për manaxhimin e makinerive të basteve,92352100-4
,Shërbime bookmaking,92352200-5
,Shërbime piroteknike,92360000-2
,Teknik zëri,92370000-5
,Shërbimet e agjensive të lajmeve,92400000-5
,"Shërbime bibliotekare, arkivave, muzeve dhe shërbime të tjera kulturore",92500000-6
,Shërbime bibliotekare dhe arkivor,92510000-9
,Shërbime bibliotekare,92511000-6
,Shërbime arkivor,92512000-3
,Shërbime të shkatërrimit të arkivave,92512100-4
,Shërbimet muzeu dhe për ruajtjen e vendeve historike dhe të ndërtesave,92520000-2
,Shërbime muzeu,92521000-9
,Shërbime ekspozite në muze,92521100-0
,Shërbime për ruajtjen e ekspozitave dhe mostrave,92521200-1
,Shërbimet për ruajtjen e ekspozitave,92521210-4
,Shërbimet për ruajtjen e mostrave,92521220-7
,Shërbime për ruajtjen e vendeve historike dhe të ndërtesave,92522000-6
,Shërbime për ruajtjen e vendeve historike,92522100-7
,Shërbime për ruajtjen e ndërtesave historike,92522200-8
,"Shërbime për kopshte botanikë, kopshte zoologjike  dhe rezervat e natyrës",92530000-5
,Shërbime për kopshte botanikë,92531000-2
,Shërbime për kopshte zoologjike,92532000-9
,Shërbime për rezervat e natyrës,92533000-6
,Shërbime mbrojtjeje për kafshët e egra,92534000-3
,Shërbime sportive,92600000-7
,Shërbime për manaxhimin e objekteve sportive,92610000-0
,Shërbime të lidhura me sportin,92620000-3
,Shërbime për promovimin e ngjarjeve sportive,92621000-0
,Shërbime organizimi të ngjarjeve sportive,92622000-7
,Shërbime cybercafe,92700000-8
"Shërbime të administrimit, mbrojtjes dhe sigurisë sociale","Shërbimet e administrimit, mbrojtjes dhe sigurisë sociale",75000000-6
,Shërbimet e administrimit,75100000-7
,Shërbimet e përgjithshme publike,75110000-0
,Shërbimet ekzekutive dhe legjislative,75111000-7
,Shërbimet ekzekutive,75111100-8
,Shërbimet legjislative,75111200-9
,Shërbimet administrative për operacionet e biznesit,75112000-4
,Shërbimet administrative të zhvillimit të projektit,75112100-5
,Shërbimet administrative të agjencive,75120000-3
,Shërbimet administrative arsimore,75121000-0
,Shërbimet administrative të kujdesit shëndetësor,75122000-7
,Shërbimet administrative të strehimit,75123000-4
,"Shërbimet administrative rekreative, kulturore dhe fetare",75124000-1
,Shërbimet administrative në lidhje me turizmin,75125000-8
,Shërbimet mbështetëse për qeverinë,75130000-6
,Shërbimet qeveritare,75131000-3
,Shërbimet e përgjithshme të personelit për qeverinë,75131100-4
,Ofrimi i shërbimeve ndaj komunitetit,75200000-8
,Punët e jashtme dhe shërbime të tjera,75210000-1
,Shërbimet e punëve të jashtme,75211000-8
,Shërbimet diplomatike,75211100-9
,Shërbimet konsullore,75211110-2
,Shërbimet e ndihmës së huaj ekonomike,75211200-0
,Shërbimet e ndihmës së huaj ushtarake,75211300-1
,Shërbimet e mbrojtjes,75220000-4
,Shërbimet e mbrojtjes ushtarake,75221000-1
,Shërbimet e mbrojtjes civile,75222000-8
,Shërbimet e drejtësisë,75230000-7
,Shërbimet gjyqësore,75231000-4
,Shërbimet administrative të gjykatave,75231100-5
,Shërbimet në lidhje me ndalimin ose rehabilitimin e kriminelëve,75231200-6
,Shërbimet e burgimit,75231210-9
,Shërbimet e transportimit të të burgosurve,75231220-2
,Shërbimet e burgjeve,75231230-5
,Shërbimet e lirimit me kusht,75231240-8
,"Shërbimet e sigurisë, ligjit dhe rendit publik",75240000-0
,Shërbimet e sigurisë publike,75241000-7
,Shërbimet policore,75241100-8
,Shërbimet e ligjit dhe rendit publik,75242000-4
,Shërbimet e rendit publik,75242100-5
,Shërbimet përmbarimore,75242110-8
,Shërbimet e shpëtimit dhe zjarrfikëses,75250000-3
,Shërbimet e zjarrfikëses,75251000-0
,Shërbimet zjarrfikëse,75251100-1
,Shërbimet e parandalimit të zjarrit,75251110-4
,Shërbimet zjarrfikëse të pyjeve,75251120-7
,Shërbimet e shpëtimit,75252000-7
,Shërbimet e detyrueshme të sigurisë sociale,75300000-9
,Shërbimet e sigurimeve,75310000-2
,Përfitimet e sëmundjeve,75311000-9
,Përfitimet e lindjes,75312000-6
,Përfitimet për aftësinë e kufizuar,75313000-3
,Përfitimet e përkohshme për aftësinë e kufizuar,75313100-4
,Përfitimet e kompensimit të papunësisë,75314000-0
,Skemat e pensioneve të punonjësve të qeverisë,75320000-5
,Ndihmat financiare familjare,75330000-8
,Ndihma financiare për fëmijë,75340000-1
"Shërbime të biznesit: ligji, marketingu, konsulenca, rekrutimi, shtypja dhe siguria","Shërbime të biznesit: ligji, marketingu, konsultimi, rekrutimi, printimi dhe
siguria",79000000-4
,Shërbime ligjore,79100000-5
,Shërbime të përfaqësimit dhe konsulencës ligjore,79110000-8
,Shërbime të konsulencës ligjore,79111000-5
,Shërbime të përfaqësimit ligjor,79112000-2
,Shërbime të përfaqësimit të palëve të interesuara,79112100-3
,Shërbime konsulence të patentimit dhe të drejtave të autorit,79120000-1
,Shërbime konsulence të të drejtave të autorit,79121000-8
,Shërbime konsuence të të drejtave të autorit të softwareve,79121100-9
,Shërbime të dokumentimit dhe çertifikimit ligjor,79130000-4
,Shërbime të dokumentimit,79131000-1
,Shërbime të akreditimit,79132000-8
,Shërbime të çertifikimit të nënshkrimeve elektronikë,79132100-9
,Shërbime të konsulencës dhe informacionit ligjor,79140000-7
,"Shërbime të kontabilitetit, auditit dhe shëbime fiskale",79200000-6
,Shërbime të kontabilitetit dhe auditit,79210000-9
,Shërbime të kontabilitetit,79211000-6
,Shërbime të librave të llogarisë,79211100-7
,Shërbime të menaxhimit të listëpagesave,79211110-0
,Shërbime të regjistrimit të blerjeve dhe shitjeve,79211120-3
,Shërbime të hartimit të pasqyrave financiare,79211200-8
,Shërbime të auditimit,79212000-3
,Shërbime të auditimit financiar,79212100-4
,Shërbime të vlerësimit të qeverisjes së korporatave,79212110-7
,Shërbime të auditimit të brendshëm,79212200-5
,Shërbime të auditimit,79212300-6
,Shërbime të auditimit kundër mashtrimit,79212400-7
,Shërbime të verifikimit të llogarive,79212500-8
,Shërbime fiskale,79220000-2
,Shërbime të konsulencës së taksave,79221000-9
,Shërbime përgatitore të kthimit të taksave,79222000-6
,Shërbime të agjentëve doganore,79223000-3
,"Kërkime ekonomike e të tregut, votimi dhe statistika",79300000-7
,Shërbimet e hulumtimit të tregut,79310000-0
,Shërbime të anketimit,79311000-7
,Shërbime të projektimit të anketave,79311100-8
,Shërbime të përçimit të anketave,79311200-9
,Shërbime të anketave telefonike,79311210-2
,Shërbime të analizimit të anketave,79311300-0
,Shërbime të hulumtimit ekonomik,79311400-1
,Vlerësimi i ndikimit ekonomik,79311410-4
,Shërbime të testimit të tregut,79312000-4
,Shërbime të verifikimit të performancës,79313000-1
,Studimi i fizibilitetit,79314000-8
,Shërbime kërkimore sociale,79315000-5
,Shërbime të sondazhit të opinionit publik,79320000-3
,Shërbime statistikore,79330000-6
,Shërbime reklamimi dhe marketingu,79340000-9
,Shërbime reklamimi,79341000-6
,Shërbime të konsulencës së reklamimit,79341100-7
,Shërbime të menaxhimit të marketingut,79341200-8
,Shërbime të fushatës reklamuese,79341400-0
,Shërbime reklamuese ajrore,79341500-1
,Shërbime të marketingut,79342000-3
,Shërbime të marketingut të drejtpërdrejtë,79342100-4
,Shërbime promocionale,79342200-5
,Shërbimi i klientit,79342300-6
,Shërbime të anketave për klientin,79342310-9
,Sondazh për kënaqësinë e konsumatorit,79342311-6
,Shërbime të kujdesit ndaj klientit,79342320-2
,Programi i besnikërisë së klientit,79342321-9
,Shërbime të ankandit,79342400-7
,Shërbime të ankandit elektronik,79342410-4
,Konsulencë biznesi dhe menaxhimi dhe shërbime të lidhura me të,79400000-8
,Shërbime të konsulencës së biznesit dhe menaxhimit,79410000-1
,Shërbime të konsulencës për menaxhim të përgjithshëm,79411000-8
,Shërbime të konsulencës për zhvillimin e biznesit,79411100-9
,Shërbime të konsulencës për menaxhimin financiar,79412000-5
,Shërbime të konsulencës për menaxhimin e marketingut,79413000-2
,Shërbime të konsulencës për menaxhimin e burimeve njerëzore,79414000-9
,Shërbime të konsulencës për menaxhimin e prodhimit,79415000-6
,Shërbime të konsulencës në projektim,79415200-8
,Shërbime të marrëdhënieve me publikun,79416000-3
,Shërbime të menaxhimit të marrëdhënieve me publikun,79416100-4
,Shërbime të konsulencës për marrëdhëniet me publikun,79416200-5
,Shërbime të konsulencës për sigurinë,79417000-0
,Shërbime të konsulencës për prokurimet,79418000-7
,Shërbime të konsulencës vlerësuese,79419000-4
,Shërbime të lidhura me menaxhimin,79420000-4
,"Shërbime të menaxhimit të projekteve, përjashtuar projektet e ndërtimit",79421000-1
,"Shërbime të supervizimit të projekteve, përjashtuar projektet e ndërtimit",79421100-2
,"Shërbime të dizenjimit të projekteve, përjashtuar projektet e ndërtimit",79421200-3
,Shërbime arbitrazhi dhe pajtimi,79422000-8
,Shërbime të menaxhimit të krizave,79430000-7
,Shërbime të zyrave,79500000-9
,Shërbime të sekretarisë telefonike,79510000-2
,Shërbime të operatorit telefonik,79511000-9
,Qëndër telefonatash,79512000-6
,Shërbime repografike,79520000-5
,Shërbime të fotokopjimit,79521000-2
,Shërbime të përkthimit,79530000-8
,Shërbime të interpretimit,79540000-1
,"Shërbime të daktilografisë, përpunimit të tekstit dhe faqosjes",79550000-4
,Shërbime të daktilografisë,79551000-1
,Shërbime të përpunimit të tekstit,79552000-8
,Shërbime të faqosjes,79553000-5
,Shërbime të klasifikimit,79560000-7
,Shërbime të përpilimit të listës postare dhe shërbimet postare,79570000-0
,Shërbime postare,79571000-7
,Shërbime të rekrutimit,79600000-0
,Shërbime të vendosjes së personelit,79610000-3
,Shërbime të kërkimit të punës,79611000-0
,Shërbime të vendosjes së personelit mbështetës të zyrës,79612000-7
,Shërbime të zhvendosjes së punonjësve,79613000-4
,"Shërbime të furnizimit të personelit, duke përfshirë stafin e përkohshëm",79620000-6
,Shërbime të furnizimit të personelit të zyrës,79621000-3
,Shërbime të furnizimit të personelit të brendshëm ndihmës,79622000-0
,Shërbime të furnizimit të punëtorëve tregtare ose industriale,79623000-7
,Shërbime të furnizimit të personelit të infermierisë,79624000-4
,Shërbime të furnizimit të personelit mjekësor,79625000-1
,"Shërbime të personelit me përjashtim të vendosjes dhe të shërbimeve të
furnizimit",79630000-9
,Shërbime të personelit dhe listëpagesave,79631000-6
,Shërbime të trajnimit të personelit,79632000-3
,Shërbime të zhvillimit të stafit,79633000-0
,Shërbime të udhëzimit të karrierës,79634000-7
,Shërbime të qendrës së vlerësimit për rekrutimin,79635000-4
,Shërbime të investigimit dhe sigurimit,79700000-1
,Shërbime të sigurimit,79710000-4
,Shërbime të monitorimit të sistemit të alarmit,79711000-1
,Shërbime të sigurimit (roje),79713000-5
,Shërbime të mbikqyrjes,79714000-2
,Shërbime të sistemit lokalizues,79714100-3
,Shërbime të gjurmimit të të arratisurve,79714110-6
,Shërbime patrolluese,79715000-9
,Shërbime të lëshimit të simboleve identifikuese,79716000-6
,Shërbime të hetimit,79720000-7
,Shërbime të agjensise dedektive,79721000-4
,Shërbime të grafologjisë,79722000-1
,Shërbime të analizimit të mbetjeve,79723000-8
,Printime dhe shërbime të lidhura,79800000-2
,Shërbime printimi,79810000-5
,Shërbime të printimit dixhitale,79811000-2
,Shërbime të printimit të kartmonedhave,79812000-9
,Shërbime në lidhje me printimin,79820000-8
,Shërbime përfunduese të printimit,79821000-5
,Shërbime korrektuese,79821100-6
,Shërbime të kompozimit,79822000-2
,Shërbime të përgatitjes së prototipeve,79822100-3
,Shërbime të fotogravurës,79822200-4
,Shërbime tipografike,79822300-5
,Shërbime litografike,79822400-6
,Shërbime të dizajnit grafik,79822500-7
,Shërbime të printimit dhe të transportimit,79823000-9
,Shërbime të printimit dhe të shpërndarjes,79824000-6
,Shërbime të ndryshme biznesi dhe të lidhura me biznesin,79900000-3
,Shërbime të menaxhimit të pronave,79910000-6
,Paketimi dhe shërbime të lidhura,79920000-9
,Shërbime të paketimit,79921000-6
,Shërbime të dizajnit të specializuar,79930000-2
,Shërbime të brendshme dekoruese,79931000-9
,Shërbime të dizajnit të brendshëm,79932000-6
,Shërbime të suportit të dizajnit,79933000-3
,Shërbime të dizajnit të mobiljeve,79934000-0
,Shërbime të agjensive të grumbullimit,79940000-5
,Shërbime të grumbullimit të taksave,79941000-2
,"Shërbime të organizimit të ekspozitave, panaireve dhe kongreseve",79950000-8
,Shërbime të organizimit të seminareve,79951000-5
,Shërbime të organizimit të eventeve,79952000-2
,Shërbime të organizimit të eventeve kulturore,79952100-3
,Shërbime të organizimit të festivaleve,79953000-9
,Shërbime të organizimit të festave,79954000-6
,Shërbime të organizimit të shfaqjeve të modës,79955000-3
,Shërbime të organizimit të panaireve dhe ekspozitave,79956000-0
,Shërbime të organizimit të ankandeve,79957000-7
,Shërbime fotografike dhe ndihmëse,79960000-1
,Shërbime fotografike,79961000-8
,Shërbime fotografike reklamuese,79961100-9
,Shërbime fotografike ajrore,79961200-0
,Shërbime të specializuara fotografike,79961300-1
,Shërbime fotografike të puseve,79961310-4
,Shërbimet fotografike nënujore,79961320-7
,Shërbime mikrofilmimi,79961330-0
,Shërbimet fotografike x-ray,79961340-3
,Shërbimet fotografike në studio,79961350-6
,Shërbime të përpunimit të fotografive,79962000-5
,"Shërbime të restaurimit, kopjimit dhe korrigjimit të fotografive",79963000-2
,Shërbime botimi,79970000-4
,Shërbime të mbarimit dhe detyrues,79971000-1
,Shërbime të mbarimit të librit,79971100-2
,Shërbime detyrues,79971200-3
,Shërbime të botimit të fjalorëve të gjuhëve,79972000-8
,Shërbime të botimit të fjalorëve të gjuhëve krahinore,79972100-9
,Shërbime abonimi,79980000-7
,Shërbime  të  ndryshme të biznesit,79990000-0
,Shërbime të manaxhimit të inventarit,79991000-7
,Shërbime pritjeje,79992000-4
,Shërbime administrative për ndërtesat dhe objektet menaxherialë,79993000-1
,Shërbime të menaxhimit të pajisjeve,79993100-2
,Shërbime të administrimit të kontratës,79994000-8
,Shërbime për menaxhimin e bibliotekës,79995000-5
,Shërbime të arkivimit,79995100-6
,Shërbime rregjistrimi,79995200-7
,Shërbime të organizimit të biznesit,79996000-2
,Menaxhimi i rregjistrimeve,79996100-3
,Shërbime të udhëtimit të biznesit,79997000-9
,Shërbime trajnimi,79998000-6
,Shërbime skanimi dhe faturimi,79999000-3
,Shërbime skanimi,79999100-4
,Shërbime faturimi,79999200-5
Shërbime te edukimit dhe trajnimit,Shërbime edukimi dhe trajnimi,80000000-4
,Shërbime të arsimit fillor,80100000-5
,Shërbime të arsimit parashkollor,80110000-8
,Shërbime të arsimit të mesëm,80200000-6
,Shërbime teknike dhe profesionale të arsimit të mesëm,80210000-9
,Shërbime teknike të arsimit të mesëm,80211000-6
,Shërbime profesionale të arsimit të mesëm,80212000-3
,Shërbime të arsimit të lartë,80300000-7
,Shërbime të edukimit të të rinjve,80310000-0
,Shërbime të edukimit mjekësor,80320000-3
,Shërbime të edukimit të sigurisë,80330000-6
,Shërbime të veçanta të edukimit,80340000-9
,Shërbime të edukimit për të rriturit dhe shërbime të tjera edukimi,80400000-8
,Shërbime të ndryshme shkollore,80410000-1
,Shërbime të vozitjes për në shkollë,80411000-8
,Shërbime për provimin e patentës,80411100-9
,Leksione për përdorimin e makinës,80411200-0
,Shërbime shkollore për pilotim,80412000-5
,Shërbime shkollore për lundrim,80413000-2
,Shërbime shkollore për zhytje,80414000-9
,Shërbime trajnimi për ski,80415000-6
,Shërbime e-learning,80420000-4
,Shërbime universitare për të rriturit,80430000-7
,Menaxhimi i një qëndre trajnimi,80490000-5
,Shërbime të trajnimit,80500000-9
,Shërbime trajnimi të specializuara,80510000-2
,Shërbime të trajnimit të stafit,80511000-9
,Shërbime të trajnimit për qentë,80512000-6
,Shërbime shkollore për kalërim,80513000-3
,Pajisjet e trajnimit,80520000-5
,Shërbime për programe trajnimi,80521000-2
,Seminare trajnimi,80522000-9
,Shërbime të formimit profesional,80530000-8
,Shërbime të trajnimit teknike dhe industriale,80531000-5
,Shërbime të trajnimit industriale,80531100-6
,Shërbime të trajnimit teknike,80531200-7
,Shërbime të trajnimit të menaxhimit,80532000-2
,Shërbimet e njohjes dhe trajnimit për përdoruesit e kompjuterave,80533000-9
,Shërbime trajnimi kompjuterik,80533100-0
,Kurse kompjuterike,80533200-1
,Shërbime trajnimi mjedisore,80540000-1
,Shërbime trajnimi në fushën e sigurisë,80550000-4
,Shërbime trajnimi për ndihmën e parë dhe shëndetësorë,80560000-7
,Shërbime trajnimi shëndetësorë,80561000-4
,Shërbime trajnimi të ndihmës së parë,80562000-1
,Shërbime trajnimi të zhvillimit personal,80570000-0
,Ofrimi i kurseve të gjuhës,80580000-3
,Shërbime tutorial,80590000-6
,Shërbime trajnimi në mbrojtjen dhe sigurinë e materialeve,80600000-0
,Trajnim dhe simulim në pajisjet e sigurisë,80610000-3
,Trajnim dhe simulim në armët e zjarrit dhe municionit,80620000-6
,Trajnim dhe simulim në automjetet ushtarake,80630000-9
,Trajnim dhe simulim në anijet e luftës,80640000-2
,"Trajnim dhe simulim në aeroplanët, raketat dhe anijet hapësinore",80650000-5
,Trajnim dhe simulim në sistemet ushtarake elektronike,80660000-8
Shërbime të lidhura me naftën dhe industrinë e gazit,Shërbimet që lidhen me industrinë e naftës dhe gazit,76000000-3
,Shërbimet profesionale për industrinë e gazit,76100000-4
,Shërbimet e rastit për nxjerrjen e gazit,76110000-7
,Shërbimet e rigazifikimit,76111000-4
,Shërbimet e zhytjes për nxjerrjen e gazit,76120000-0
,Shërbimet e zhytjes nëndetare,76121000-7
,Shërbimet profesionale për industrinë e naftës,76200000-5
,Shërbimet për nxjerrjen e naftës,76210000-8
,Shërbime të suportit të tubave,76211000-5
,Shërbimet e shtresimit,76211100-6
,Shërbimet e shtresimit të gropave provë,76211110-9
,Shërbimet e shtresimit të vendndodhjes së gropave,76211120-2
,Shërbimet e shpimit në llum,76211200-7
,Shërbimet e shpimit,76300000-6
,Shërbimet e shpimit për nxjerrjen e naftës,76310000-9
,Shërbimet e shpimit në det të hapur,76320000-2
,Shërbimet e shpimit të turbinave,76330000-5
,Shërbimet e shpimit të turbinave të përdredhura,76331000-2
,Shpimi,76340000-8
,Shërbimet e pozicionimit të impiantit të shpimit,76400000-7
,Shërbimet e shpimit dhe veshjes së puseve,76410000-0
,Shërbimet e veshjes së puseve,76411000-7
,Shërbimet e ekuipazhit të veshjes së puseve,76411100-8
,Shërbimet e planifikimit të veshjes së puseve,76411200-9
,Shërbimet e bluarjes së veshjes së puseve,76411300-0
,Shërbimet përfundimtare të veshjes së puseve,76411400-1
,Shërbimet e çimentimit të puseve,76420000-3
,Shërbimet e çimentimit të tubacioneve,76421000-0
,Shërbimet e çimentimit të prizave,76422000-7
,Shërbimet e çimentimit me shkumë,76423000-4
,Shërbimet e prodhimit dhe shpimit të puseve,76430000-6
,Shërbimet e shpimit të puseve,76431000-3
,Shërbimet e kontrollit të shpimit të puseve,76431100-4
,Shërbimet e ekstraktimit të tubave gjatë shpimit të puseve,76431200-5
,Shërbimet e depozitimit të tubave gjatë shpimit të puseve,76431300-6
,Shërbimet e shpimit të gropave ndihmëse për puset,76431400-7
,Shërbimet e mbikëqyrjes së shpimit të puseve,76431500-8
,Shërbimet e monitorimit të pajisjeve të shpimit të puseve,76431600-9
,Shërbime të diagrafisë,76440000-9
,Shërbime të diagrafisë për puse të tubëzuar,76441000-6
,Shërbime të diagrafisë për puse të patubëzuar,76442000-3
,Shërbime të tjera diagrafike,76443000-0
,Shërbimet e menaxhimit të puseve,76450000-2
,Shërbimet e suportit për puset,76460000-5
,Shërbimet e testimit për puset,76470000-8
,Shërbimet e testimit për fraktura për puset,76471000-5
,Shërbimet e inspektimit dhe testimit të puseve,76472000-2
,Shërbimet e testimit të pajisjeve të puseve,76473000-9
,Shërbimet e tubacioneve të puseve,76480000-1
,Shërbimet përfundimtare të puseve,76490000-4
,Shërbimet e mbylljes së puseve,76491000-1
,Shërbimet e pozicionimit të puseve,76492000-8
,Shërbimet në breg dhe në det të hapur,76500000-8
,Shërbimet në breg,76510000-1
,Shërbimet në det të hapur,76520000-4
,Shërbimet instaluese në det të hapur,76521000-1
,Shërbimet furnizuese në det të hapur,76522000-8
,Shërbimet e puseve,76530000-7
,Shërbime të diagrafisë për puset,76531000-4
,Shërbime të pompimit për puset,76532000-1
,Shërbime të regjistrimit për puset,76533000-8
,Shërbime të zgjerimit për puset,76534000-5
,Shërbime të hapjes së puseve,76535000-2
,Shërbime të kontrollit të dridhjeve për puset,76536000-9
,Shërbime të mjeteve për puset,76537000-6
,Shërbime të mjeteve për puset me naftë,76537100-7
,Shërbimet e inspektimit të tubacioneve,76600000-9
Shërbime të pasurive të paluajtshme,Shërbime të pasurive të patundshme,70000000-1
,Shërbime të pasurive të patundshme me pronë private,70100000-2
,Shërbime të zhvillimit të pasurive të patundshme,70110000-5
,Sherbim per zhvillimin e pasurive të patundshme banesore,70111000-2
,Sherbim per zhvillimin e pasurive jo-banesore,70112000-9
,Blerjen dhe shitjen e pasurive të patundshme,70120000-8
,Shrbim per blerje ose shitje te ndertesave,70121000-5
,Sherbim per shitje ndertesash,70121100-6
,Sherbim per blerje ndertesash,70121200-7
,Sherbim per shitje ose blerje te tokes,70122000-2
,Sherbim per shitje te tokes,70122100-3
,Sherbim per shitje te tokave te pa shfrytezuara,70122110-6
,Sherbime per blerje tokash,70122200-4
,Services blerjes vakant-tokësore,70122210-7
,Shitja e pasurive të patundshme,70123000-9
,Shitja e pasurive të patundshme banesore,70123100-0
,Shitja e pasurive jo-rezidenciale,70123200-1
,Sherbin per dhenie me qera te prones,70130000-1
,Sherbin per dhenie ose marien me qera te prones,70200000-3
,Sherbime te lenies me qera te prones rezitenciale,70210000-6
,Sherbim per marje ose dhenie me qera te pronave jo rezidenciale,70220000-9
,"Sherbimi i ndermjetesimit te pasurive te pa tundshme per llogari te paleve te
treta",70300000-4
,Sherbim i marjes ose i dhnenies me qera te ndertesave,70310000-7
,Sherbim per shitje ose dhenie me qera te ndertesave,70311000-4
,Sherbim i marjes me qera ose i shitjes se tokes,70320000-0
,Sherbim i lenies se tokes me qera,70321000-7
,Sherbim per marjen ose dhenien me qera te tokave te pa shfrytezuara,70322000-4
,"Shërbime të menaxhimit të pronës e pasurive të patundshme në një bazë të
tarifës ose kontratës",70330000-3
,Shërbime të pronës banesore,70331000-0
,Institucioni i menaxhimit të shërbimeve,70331100-1
,Shërbimet jo-banesore,70332000-7
,Shërbime të menaxhimit të tokës,70332100-8
,Sherbime te menaxhimit te reklamave,70332200-9
,Sherbime te lidhura me prona industriale,70332300-0
,Shërbime të strehimit,70333000-4
,Sherbime qe lidhen me sisteme shumproneshe,70340000-6
Shërbime të riparimit dhe mirëmbajtjes,Shërbime mirëmbajtje dhe riparimi,50000000-5
,"Riparime, mirëmbajtje dhe shërbime të lidhura me automjete dhe pajisje të
lidhura",50100000-6
,"Shërbime për riparimin dhe mirëmbajtjen e automjeteve dhe pajisjeve të
lidhura",50110000-9
,"Shëbime menaxhimi, riparimi dhe mirëmbajtje flotash",50111000-6
,Shërbime menaxhimi për flota mjetesh,50111100-7
,Shërbime mbështetje për flota mjetesh,50111110-0
,Shërbime riparimi dhe mirëmbajtje makinash,50112000-3
,Shërbime riparimi makinash,50112100-4
,Shërbime riparimi për automjete,50112110-7
,Shërbime panel-beating,50112111-4
,Shërbime zëvendësimi xhamash,50112120-0
,Shërbime mirëmbajtje makinash,50112200-5
,Shërbime larje makinash dhe të ngjashme,50112300-6
,Shërbimi riparimi dhe mirëmbajtje për autobusë,50113000-0
,Shërbime riparimi për autobuzë,50113100-1
,Shërbime mirëmbajtje për autobuzë,50113200-2
,Shërbime mirëmbajtje dhe riparimi për kamionë,50114000-7
,Shërbime riparimi për kamionë,50114100-8
,Shërbime mirëmbajtje për kamionë,50114200-9
,Shërbime riparimi dhe mirëmbajtje për motoçikleta,50115000-4
,Shërbime riparimi motoçikletash,50115100-5
,Shërbime mirëmbajtje motoçikletash,50115200-6
,Shërbime riparimi dhe mirëmbajtje për pjesë specifike automjetesh,50116000-1
,Shërbime riparimi për sisteme elektrike,50116100-2
,Shërbime riparimi dhe mirëmbajtje për frena dhe pjesë frenash,50116200-3
